관리번호,수목명,수목구분,수목유형,식재일,관리기관전화번호,관리기관명,데이터기준일자,도로명,도로종류,도로시작점,도로종료점,수목위치,수목위도,수목경도,도로명주소,지번주소,행정동,흉고직경,근원직경,식재간격,수령,도로폭,보도폭,보호덮개,보호틀,보호틀파손여부,뿌리융기여부,통기,지장물1,지장물2,수목전경사진,보호덮개사진
06-이문로-가-0263,은행나무,가로수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,이문로,특별시도,서울특별시 동대문구 회기동 66-1,서울특별시 동대문구 이문동 247-1,현대자동차,37.5943172,127.0589267,,서울특별시 동대문구 이문동 325-1,이문1동,0.23,0.29,10,29,29,1.8,압연강판,사각형,N,N,N,전신주,전깃줄,01-06-이문로-가-0263-001.jpg,01-06-이문로-가-0263-002.jpg
06-천호대로-가-0258,양버즘나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,클래식타워 앞,37.565646,127.0546433,,서울특별시 동대문구 답십리동 493-12,답십리1동,0.45,0.48,7,38,40,6.5,주철,사각형,N,N,N,,,01-06-천호대로-가-0258-001.jpg,01-06-천호대로-가-0258-002.jpg
06-한천로-가-0057,은행나무,가로수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,건설페인트 앞,37.5682095,127.0633258,,서울특별시 동대문구 답십리동 2-56,장안1동,0.11,0.12,9,14,20,1.2,압연강판,사각형,N,N,N,전깃줄,,01-06-한천로-가-0057-001.jpg,01-06-한천로-가-0057-002.jpg
06-약령시로-가-0245,은행나무,가로수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,약령시로,특별시도,서울특별시 동대문구 제기동 1152-12,서울특별시 동대문구 청량리동 235-6,김정민스킨&바디 앞,37.5827095,127.0329744,,서울특별시 동대문구 제기동 165-6,제기동,0.11,0.18,6,14,20,1.3,압연강판,,N,N,N,전깃줄,,01-06-약령시로-가-0245-001.jpg,01-06-약령시로-가-0245-002.jpg
06-정릉천동로-가-0102,양버즘나무,가로수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,정릉천동로,특별시도,서울특별시 동대문구 용두동 696-5,서울특별시 동대문구 제기동 859-1,제기동현대아파트 앞,37.58070176,127.0354621,,서울특별시 동대문구 제기동 891-2,제기동,0.32,0.37,1,27,18,1.9,주철,사각형,N,N,N,,,01-06-정릉천동로-가-0102-001.jpg,01-06-정릉천동로-가-0102-002.jpg
06-겸재로-가-0073,메타세쿼이아,가로수,교목,2009-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,겸재로,특별시도,서울특별시 동대문구 휘경동 57-1,서울특별시 동대문구 휘경동 49-295,휘경주공아파트입구 옆,37.58418153,127.069201,,서울특별시 동대문구 휘경동 57-2,휘경2동,0.24,0.29,6,19,25,5,,말발굽형,N,N,N,,,01-06-겸재로-가-0073-001.jpg,01-06-겸재로-가-0073-002.jpg
06-서울시립대로-가-0105,은행나무,가로수,교목,1953-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,서울시립대로,특별시도,서울특별시 동대문구 답십리동 464-1,서울특별시 동대문구 전농동 152-11,청년업플랫폼 앞,37.58112378,127.0515908,,서울특별시 동대문구 전농동 584-21,전농1동,0.59,0.72,6,74,25,1.4,주철,사각형,N,N,N,전신주,전깃줄,01-06-서울시립대로-가-0105-001.jpg,01-06-서울시립대로-가-0105-002.jpg
06-천호대로-가-0005,양버즘나무,가로수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,현대기획 앞,37.57479477,127.0246658,,서울특별시 동대문구 신설동 92-34,용신동,0.3,0.34,5,25,40,3.9,압연강판,사각형,N,Y,N,표지판,,01-06-천호대로-가-0005-001.jpg,01-06-천호대로-가-0005-002.jpg
06-서울시립대로-가-0177,은행나무,가로수,교목,1961-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,서울시립대로,특별시도,서울특별시 동대문구 답십리동 464-1,서울특별시 동대문구 전농동 152-11,영광코사할인점,37.58207163,127.0526104,,서울특별시 동대문구 전농동 129-60,전농1동,0.53,0.6,,67,25,1.2,,사각형,N,N,N,전신주,전깃줄,01-06-서울시립대로-가-0177-001.jpg,01-06-서울시립대로-가-0177-002.jpg
06-제기로17길-가-0033,은행나무,가로수,교목,1979-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,제기로17길,특별시도,서울특별시 동대문구 청량리동 520-55,서울특별시 동대문구 청량리동 205-293,제기로17길55 앞,37.5892417,127.0407216,,서울특별시 동대문구 청량리동 205-104,청량리동,0.38,0.43,7.1,48,14,1.7,기타,,N,N,N,전깃줄,,01-06-제기로17길-가-0033-001.jpg,01-06-제기로17길-가-0033-002.jpg
06-제기로-가-0201,양버즘나무,가로수,교목,1990-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,제기로,특별시도,서울특별시 동대문구 제기동 142-22,서울특별시 동대문구 전농동 620-67,서안메밀집 앞,37.5866131,127.0356259,,서울특별시 동대문구 제기동 135-89,제기동,0.44,0.53,8,37,25,1.6,압연강판,사각형,N,N,N,전깃줄,,01-06-제기로-가-0201-001.jpg,01-06-제기로-가-0201-002.jpg
06-천호대로-가-0287,양버즘나무,가로수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,남원추어탕 앞,37.5679366,127.0515785,,서울특별시 동대문구 답십리동 496-10,답십리1동,0.5,0.56,7,42,40,7.5,주철,사각형,N,N,N,,,01-06-천호대로-가-0287-001.jpg,01-06-천호대로-가-0287-002.jpg
06-한천로-가-0259,은행나무,가로수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,동일스위트리버아파트 앞,37.58774337,127.0680565,,서울특별시 동대문구 휘경동 43-257,휘경2동,0.19,0.22,9.3,24,20,2.5,압연강판,사각형,N,N,N,전깃줄,,01-06-한천로-가-0259-001.jpg,01-06-한천로-가-0259-002.jpg
06-회기로-가-0047,은행나무,가로수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,회기로,특별시도,서울특별시 동대문구 제기동 1149-16,서울특별시 동대문구 휘경동 183-144,한국과학기술정보연구원 앞,37.5915417,127.0432547,,서울특별시 동대문구 청량리동 산 1-227,청량리동,0.22,0.26,5,28,20,2.7,주철,사각형,N,N,N,전깃줄,,01-06-회기로-가-0047-001.jpg,01-06-회기로-가-0047-002.jpg
06-전농로-가-0032,양버즘나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,전농로,특별시도,서울특별시 동대문구 답십리동 492-1,서울특별시 동대문구 전농동 620-67,일광,37.5691405,127.057227,,서울특별시 동대문구 답십리동 264-1,답십리2동,0.45,0.51,7.5,38,25,2.3,압연강판,,N,N,N,전깃줄,,01-06-전농로-가-0032-001.jpg,01-06-전농로-가-0032-002.jpg
06-천호대로-가-0277,양버즘나무,가로수,교목,1965-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,송월타올 앞,37.5670616,127.0527429,,서울특별시 동대문구 답십리동 495-5,답십리1동,0.74,0.77,7,62,40,7.5,주철,사각형,N,N,N,가로등,,01-06-천호대로-가-0277-001.jpg,01-06-천호대로-가-0277-002.jpg
06-경동시장로-가-0002,이팝나무,가로수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,경동시장로,특별시도,서울특별시 동대문구 제기동 1000,서울특별시 동대문구 제기동 289-6,홍파초등학교 뒤,37.58630371,127.0402451,,서울특별시 동대문구 제기동 853,제기동,0.19,0.22,9,40,19,1.8,주철,사각형,N,N,N,전깃줄,,01-06-경동시장로-가-0002-001.jpg,01-06-경동시장로-가-0002-002.jpg
06-천호대로-가-0093,은행나무,가로수,교목,1986-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,CU 앞,37.57388574,127.0372701,,서울특별시 동대문구 용두동 791-3,용신동,0.33,0.36,5,42,40,2,주철,사각형,N,N,N,,,01-06-천호대로-가-0093-001.jpg,01-06-천호대로-가-0093-002.jpg
06-약령중앙로-가-0005,감나무,가로수,교목,2012-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,약령중앙로,특별시도,서울특별시 동대문구 제기동 1138,서울특별시 동대문구 제기동 706,원창무약 앞,37.5796042,127.0370097,,서울특별시 동대문구 제기동 852-2,제기동,0.12,0.16,10,15,14,2,기타,사각형,N,N,N,,,01-06-약령중앙로-가-0005-001.jpg,01-06-약령중앙로-가-0005-002.jpg
06-안암로-가-0035,양버즘나무,가로수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,안암로,특별시도,서울특별시 동대문구 신설동 397-2,서울특별시 동대문구 제기동 136-11,명진인쇄산업 앞,37.58086777,127.0270538,,서울특별시 동대문구 용두동 774,용신동,0.35,0.41,3.5,30,25,2.2,,대상형,N,N,N,가로등,전깃줄,01-06-안암로-가-0035-001.jpg,01-06-안암로-가-0035-002.jpg
06-한천로-가-0553,은행나무,가로수,교목,2012-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,강촌기사식당 앞,37.5757464,127.0673851,,서울특별시 동대문구 답십리동 1-92,답십리2동,0.12,0.14,9,15,20,1.5,압연강판,사각형,N,N,N,전깃줄,,01-06-한천로-가-0553-001.jpg,01-06-한천로-가-0553-002.jpg
06-한천로-가-0107,양버즘나무,가로수,교목,1990-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,동일타워 앞,37.5724364,127.0662445,,서울특별시 동대문구 장안동 145-10,장안1동,0.44,0.54,6.5,37,20,1.1,주철,사각형,N,N,N,전깃줄,,01-06-한천로-가-0107-001.jpg,01-06-한천로-가-0107-002.jpg
06-홍릉로-가-0061,양버즘나무,가로수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,홍릉로,특별시도,서울특별시 동대문구 청량리동 279,서울특별시 동대문구 청량리동 206-77,대창쉐르빌 앞,37.5874159,127.0430775,,서울특별시 동대문구 청량리동 199-231,청량리동,0.34,0.42,7,29,23,2.4,압연강판,,N,N,N,전깃줄,,01-06-홍릉로-가-0061-001.jpg,01-06-홍릉로-가-0061-002.jpg
06-한천로-가-0442,양버즘나무,가로수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,오라이모터스 맞은편,37.5881153,127.068016,,서울특별시 동대문구 휘경동 산 6-35,휘경2동,0.32,0.42,7,27,20,1,주철,사각형,N,N,N,전깃줄,,01-06-한천로-가-0442-001.jpg,01-06-한천로-가-0442-002.jpg
06-황물로-가-0154,양버즘나무,가로수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,황물로,특별시도,서울특별시 동대문구 전농동 643-5,서울특별시 동대문구 답십리동 952-7,대일휠타이어,37.5636729,127.058405,,서울특별시 동대문구 답십리동 952-2,답십리2동,0.4,0.56,6,34,17,2.4,압연강판,사각형,N,N,N,가로등,전깃줄,01-06-황물로-가-0154-001.jpg,01-06-황물로-가-0154-002.jpg
06-약령시로-가-0174,양버즘나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,약령시로,특별시도,서울특별시 동대문구 제기동 1152-12,서울특별시 동대문구 청량리동 235-6,영진앵글선반 앞,37.5830484,127.0433548,,서울특별시 동대문구 제기동 851,제기동,0.45,0.64,5.4,38,20,1.8,,사각형,N,N,N,전깃줄,,01-06-약령시로-가-0174-001.jpg,01-06-약령시로-가-0174-002.jpg
06-한천로-가-0082,양버즘나무,가로수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,버거킹 옆,37.5703959,127.0649809,,서울특별시 동대문구 장안동 162-12,장안1동,0.39,0.49,9,33,20,1.2,기타,사각형,N,N,N,전신주,전깃줄,01-06-한천로-가-0082-001.jpg,01-06-한천로-가-0082-002.jpg
06-무학로-가-0165,은행나무,가로수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,무학로,특별시도,서울특별시 동대문구 용두동 255-58,서울특별시 동대문구 용두동 726-1,SK텔레콤 앞,37.57623648,127.0304648,,서울특별시 동대문구 용두동 237-10,용신동,0.27,0.35,5,34,25,3.3,압연강판,사각형,N,N,N,전신주,전깃줄,01-06-무학로-가-0165-001.jpg,01-06-무학로-가-0165-002.jpg
06-황물로-가-0326,양버즘나무,가로수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,황물로,특별시도,서울특별시 동대문구 전농동 643-5,서울특별시 동대문구 답십리동 952-7,KM당구클럽,37.5736523,127.0459742,,서울특별시 동대문구 답십리동 555,답십리1동,0.36,0.47,7,30,17,1.5,주철,사각형,N,N,N,신호등,전깃줄,01-06-황물로-가-0326-001.jpg,01-06-황물로-가-0326-002.jpg
06-사가정로-가-0309,은행나무,가로수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,사가정로,특별시도,서울특별시 동대문구 답십리동 524-1,경기도 구리시 아천동 28-2,현대중앙의원 앞,37.577036,127.0571264,,서울특별시 동대문구 전농동 295-26,전농1동,0.22,0.23,6,28,20,6,주철,사각형,N,N,N,전깃줄,,01-06-사가정로-가-0309-001.jpg,01-06-사가정로-가-0309-002.jpg
06-서울시립대로-가-0174,은행나무,가로수,교목,1973-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,서울시립대로,특별시도,서울특별시 동대문구 답십리동 464-1,서울특별시 동대문구 전농동 152-11,대경부동산 앞,37.582934,127.0533175,,서울특별시 동대문구 전농동 산 11-222,전농1동,0.43,0.57,7.6,54,25,2.5,주철,사각형,N,N,N,전깃줄,,01-06-서울시립대로-가-0174-001.jpg,01-06-서울시립대로-가-0174-002.jpg
06-무학로-가-0173,양버즘나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,무학로,특별시도,서울특별시 동대문구 용두동 255-58,서울특별시 동대문구 용두동 726-1,용두파전 앞,37.5755806,127.0304947,,서울특별시 동대문구 용두동 237-10,용신동,0.46,0.57,8,39,25,3.3,,사각형,N,N,N,전신주,가로등,01-06-무학로-가-0173-001.jpg,01-06-무학로-가-0173-002.jpg
06-약령시로-가-0077,양버즘나무,가로수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,약령시로,특별시도,서울특별시 동대문구 제기동 1152-12,서울특별시 동대문구 청량리동 235-6,풀코스 치킨 앞,37.5831012,127.0414813,,서울특별시 동대문구 제기동 851,제기동,0.37,0.41,4.9,31,20,1.2,주철,사각형,N,N,N,가로등,전깃줄,01-06-약령시로-가-0077-001.jpg,01-06-약령시로-가-0077-002.jpg
06-답십리로-가-0357,이팝나무,가로수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,답십리로,특별시도,서울특별시 동대문구 전농동 621-1,서울특별시 동대문구 장안동 333-2,LG전자 앞,37.5727723,127.059699,,서울특별시 동대문구 답십리동 62-5,답십리2동,0.11,0.14,6,23,30,1.5,압연강판,사각형,N,N,N,전깃줄,,01-06-답십리로-가-0357-001.jpg,01-06-답십리로-가-0357-002.jpg
06-고산자로-가-0240,느티나무,가로수,교목,1973-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,고산자로,특별시도,서울특별시 동대문구 용두동 696-10,서울특별시 동대문구 제기동 1149-16,힐스테이트청량리메트로블오피스텔 공사장 앞,37.5770756,127.0384469,서울특별시 동대문구 고산자로 420,서울특별시 동대문구 용두동 26-14,용신동,0.44,0.48,5,54,25,3,주철,사각형,N,N,N,,,01-06-고산자로-가-0240-001.jpg,01-06-고산자로-가-0240-002.jpg
06-천호대로-가-0548,양버즘나무,가로수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,동진회관 앞,37.57534409,127.0240936,,서울특별시 동대문구 신설동 101-5,용신동,0.39,0.5,7,33,40,3.3,,,N,Y,N,전깃줄,가로등,01-06-천호대로-가-0548-001.jpg,01-06-천호대로-가-0548-002.jpg
06-왕산로-가-0347,은행나무,가로수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,왕산로,특별시도,서울특별시 동대문구 신설동 131-50,서울특별시 동대문구 휘경동 343-23,호텔더디자이너스 앞,37.5817731,127.0474839,,서울특별시 동대문구 전농동 620-67,전농1동,0.23,0.3,9.5,29,35,1.5,압연강판,,N,N,N,전깃줄,,01-06-왕산로-가-0347-001.jpg,01-06-왕산로-가-0347-002.jpg
06-천호대로-가-0371,양버즘나무,가로수,교목,1984-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,신답초등학교 앞,37.5722069,127.0440278,,서울특별시 동대문구 답십리동 524-1,답십리1동,0.52,0.55,6,44,40,3.5,,대상형,N,N,N,전깃줄,,01-06-천호대로-가-0371-001.jpg,01-06-천호대로-가-0371-002.jpg
06-답십리로-가-0446,양버즘나무,가로수,교목,2001-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,답십리로,특별시도,서울특별시 동대문구 전농동 621-1,서울특별시 동대문구 장안동 333-2,용두쭈꾸미 앞,37.57553677,127.0482701,,서울특별시 동대문구 전농동 648-164,전농1동,0.31,0.4,5.7,26,30,1.2,주철,사각형,N,N,N,가로등,전깃줄,01-06-답십리로-가-0446-001.jpg,01-06-답십리로-가-0446-002.jpg
06-황물로-가-0118,백합나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,황물로,특별시도,서울특별시 동대문구 전농동 643-5,서울특별시 동대문구 답십리동 952-7,한보크린 앞,37.567341,127.0540521,,서울특별시 동대문구 답십리동 489-136,답십리1동,0.36,0.37,7,38,17,1,주철,사각형,N,N,N,전깃줄,,01-06-황물로-가-0118-001.jpg,01-06-황물로-가-0118-002.jpg
06-이문로-가-0112,은행나무,가로수,교목,1982-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,이문로,특별시도,서울특별시 동대문구 회기동 66-1,서울특별시 동대문구 이문동 247-1,아정오피스텔,37.598746,127.0615554,,서울특별시 동대문구 이문동 292-261,이문1동,0.36,0.45,7,45,29,1.8,주철,사각형,N,N,N,전신주,전깃줄,01-06-이문로-가-0112-001.jpg,01-06-이문로-가-0112-002.jpg
06-서울시립대로-가-0043,은행나무,가로수,교목,1981-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,서울시립대로,특별시도,서울특별시 동대문구 답십리동 464-1,서울특별시 동대문구 전농동 152-11,세림닥트 앞,37.5770644,127.0482897,,서울특별시 동대문구 전농동 497-3,전농1동,0.37,0.44,5.7,47,25,1.3,주철,사각형,N,N,Y,전깃줄,,01-06-서울시립대로-가-0043-001.jpg,01-06-서울시립대로-가-0043-002.jpg
06-정릉천동로-가-0108,양버즘나무,가로수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,정릉천동로,특별시도,서울특별시 동대문구 용두동 696-5,서울특별시 동대문구 제기동 859-1,제기동현대아파트 앞,37.58039883,127.0353742,,서울특별시 동대문구 제기동 891-2,제기동,0.41,0.57,0.8,35,18,1.6,,말발굽형,N,N,N,가로등,,01-06-정릉천동로-가-0108-001.jpg,01-06-정릉천동로-가-0108-002.jpg
06-답십리로-가-0379,이팝나무,가로수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,답십리로,특별시도,서울특별시 동대문구 전농동 621-1,서울특별시 동대문구 장안동 333-2,동명교회 앞,37.5727272,127.0553665,,서울특별시 동대문구 답십리동 198-109,답십리1동,0.12,0.14,5,25,30,2.5,,대상형,N,N,N,전신주,전깃줄,01-06-답십리로-가-0379-001.jpg,01-06-답십리로-가-0379-002.jpg
06-회기로-가-0354,은행나무,가로수,교목,1969-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,회기로,특별시도,서울특별시 동대문구 제기동 1149-16,서울특별시 동대문구 휘경동 183-144,한국국방연구원정류장 앞,37.5913695,127.0409748,,서울특별시 동대문구 청량리동 산 5-9,청량리동,0.46,0.51,5,58,20,2.1,,대상형,N,N,N,,,01-06-회기로-가-0354-001.jpg,01-06-회기로-가-0354-002.jpg
06-천호대로-가-0047,양버즘나무,가로수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,천호대로,특별시도,서울특별시 동대문구 신설동 117-21,서울특별시 동대문구 장안동 204-13,한우리숯불갈비 앞,37.5738509,127.0316039,,서울특별시 동대문구 용두동 237-10,용신동,0.36,0.47,6,30,40,2.7,압연강판,사각형,N,N,N,전신주,전깃줄,01-06-천호대로-가-0047-001.jpg,01-06-천호대로-가-0047-002.jpg
06-한천로-가-0217,은행나무,가로수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,주공2단지아파트 앞,37.5833294,127.068461,,서울특별시 동대문구 휘경동 57-2,휘경2동,0.23,0.31,5.5,29,20,0.9,주철,말발굽형,N,N,N,전깃줄,,01-06-한천로-가-0217-001.jpg,01-06-한천로-가-0217-002.jpg
06-사가정로-가-0246,이팝나무,가로수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,사가정로,특별시도,서울특별시 동대문구 답십리동 524-1,경기도 구리시 아천동 28-2,비어스토리,37.57861932,127.069655,,서울특별시 동대문구 장안동 101-1,장안2동,0.11,0.18,6,23,20,1.3,압연강판,사각형,N,N,N,전깃줄,,01-06-사가정로-가-0246-001.jpg,01-06-사가정로-가-0246-002.jpg
06-한천로-가-0058,양버즘나무,가로수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한천로,특별시도,서울특별시 동대문구 장안동 413-7,서울특별시 동대문구 이문동 209-13,한일금속 앞,37.5682733,127.0633741,,서울특별시 동대문구 답십리동 2-56,장안1동,0.41,0.43,9,35,20,1.2,주철,사각형,N,N,N,가로등,전깃줄,01-06-한천로-가-0058-001.jpg,01-06-한천로-가-0058-002.jpg
06-외대역동로-가-0144,느티나무,가로수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,외대역동로,특별시도,서울특별시 동대문구 휘경동 55-3,서울특별시 동대문구 이문동 101-37,휘경2동주민센터 정류장 앞,37.5906068,127.0681302,,서울특별시 동대문구 휘경동 367-3,휘경2동,0.2,0.28,9.5,25,10,1.2,주철,사각형,N,N,N,가로등,전깃줄,01-06-외대역동로-가-0144-001.jpg,01-06-외대역동로-가-0144-002.jpg
06-이문로-가-0091,은행나무,가로수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,이문로,특별시도,서울특별시 동대문구 회기동 66-1,서울특별시 동대문구 이문동 247-1,한국외국어대학교 앞,37.5970907,127.0605751,,서울특별시 동대문구 이문동 288-3,이문1동,0.29,0.38,8,37,29,1.6,주철,사각형,N,N,N,전신주,전깃줄,01-06-이문로-가-0091-001.jpg,01-06-이문로-가-0091-002.jpg
06-왕산로-가-0315,은행나무,가로수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,왕산로,특별시도,서울특별시 동대문구 신설동 131-50,서울특별시 동대문구 휘경동 343-23,힐스테이트장안라보니타모델하우스 앞,37.5786155,127.0406038,,서울특별시 동대문구 용두동 47-1,용신동,0.24,0.29,9.5,30,35,3.2,압연강판,사각형,N,N,N,,,01-06-왕산로-가-0315-001.jpg,01-06-왕산로-가-0315-002.jpg
06-무학로-가-0044,양버즘나무,가로수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,무학로,특별시도,서울특별시 동대문구 용두동 255-58,서울특별시 동대문구 용두동 726-1,하정빌딩앞,37.5749184,127.0307251,,서울특별시 동대문구 용두동 237-10,용신동,0.42,0.53,4,35,25,3.3,주철,사각형,N,N,N,전신주,전깃줄,01-06-무학로-가-0044-001.jpg,01-06-무학로-가-0044-002.jpg
06-망우로-가-0010,은행나무,가로수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,망우로,특별시도,서울특별시 동대문구 휘경동 343-23,서울특별시 동대문구 휘경동 7-42,이마트24 앞,37.587696,127.0551295,,서울특별시 동대문구 휘경동 312-20,휘경2동,0.32,0.43,9.5,40,35,2.2,압연강판,사각형,N,N,N,전신주,전깃줄,01-06-망우로-가-0010-001.jpg,01-06-망우로-가-0010-002.jpg
06-제기로17길-가-0031,은행나무,가로수,교목,1979-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,제기로17길,특별시도,서울특별시 동대문구 청량리동 520-55,서울특별시 동대문구 청량리동 205-293,제기로17길53 앞,37.5891174,127.0407483,,서울특별시 동대문구 청량리동 205-375,청량리동,0.38,0.4,8,48,14,1.7,기타,,N,N,N,전깃줄,건물,01-06-제기로17길-가-0031-001.jpg,01-06-제기로17길-가-0031-002.jpg
06-서울시립대로-가-0228,은행나무,가로수,교목,1984-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,서울시립대로,특별시도,서울특별시 동대문구 답십리동 464-1,서울특별시 동대문구 전농동 152-11,우진종합주방설비 앞,37.57687378,127.048378,,서울특별시 동대문구 전농동 500-27,전농1동,0.34,0.4,7.9,43,25,1.2,주철,사각형,N,N,N,가로등,전깃줄,01-06-서울시립대로-가-0228-001.jpg,01-06-서울시립대로-가-0228-002.jpg
06-홍릉로-가-0132,은행나무,가로수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,홍릉로,특별시도,서울특별시 동대문구 청량리동 279,서울특별시 동대문구 청량리동 206-77,호치킨 앞,37.58656693,127.042923,,서울특별시 동대문구 청량리동 819,청량리동,0.3,0.34,1.6,38,23,1.2|3.8,압연강판,사각형,N,N,N,전깃줄,,01-06-홍릉로-가-0132-001.jpg,01-06-홍릉로-가-0132-002.jpg
06-이문로-가-0007,양버즘나무,가로수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,이문로,특별시도,서울특별시 동대문구 회기동 66-1,서울특별시 동대문구 이문동 247-1,HD홍대디자인가구 앞,37.5891039,127.0544764,,서울특별시 동대문구 회기동 67-7,회기동,0.36,0.47,10,30,29,3.4,주철,사각형,N,N,N,전깃줄,,01-06-이문로-가-0007-001.jpg,01-06-이문로-가-0007-002.jpg
06-안암로-가-0059,은행나무,가로수,교목,1986-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,안암로,특별시도,서울특별시 동대문구 신설동 397-2,서울특별시 동대문구 제기동 136-11,아는집밥 앞,37.5821433,127.0289181,,서울특별시 동대문구 용두동 747,용신동,0.33,0.4,9,42,25,2.2,,대상형,N,N,N,가로등,전깃줄,01-06-안암로-가-0059-001.jpg,01-06-안암로-가-0059-002.jpg
