관리번호,수목명,수목구분,수목유형,식재일,관리기관전화번호,관리기관명,데이터기준일자,공원명,공원관리번호,도로명주소,지번주소,수목위치,수목위도,수목경도,흉고직경,근원직경,수령,보호덮개,보호틀,뿌리융기여부,통기,지장물,수목사진,기타사진
11230-00030-0352,소나무,공원수,교목,1974-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57310486,127.0407333,0.28,0.32,53,,,N,N,,02-11230-00030-0352-01.jpg,02-11230-00030-0352-02.jpg
11230-00030-0353,산수유,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57317352,127.039917,0.06,0.07,24,,,N,N,,02-11230-00030-0353-01.jpg,02-11230-00030-0353-02.jpg
11230-00030-0354,소나무,공원수,교목,1970-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57309723,127.0407562,0.3,0.37,57,,,N,N,,02-11230-00030-0354-01.jpg,02-11230-00030-0354-02.jpg
11230-00030-0355,산수유,공원수,교목,1995-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57316589,127.039917,0.08,0.08,32,,,N,N,,02-11230-00030-0355-01.jpg,02-11230-00030-0355-02.jpg
11230-00030-0356,벚나무,공원수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57308197,127.0407715,0.22,0.3,27,,,Y,N,,02-11230-00030-0356-01.jpg,02-11230-00030-0356-02.jpg
11230-00030-0357,산수유,공원수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57317734,127.0399017,0.11,0.12,44,,,N,N,,02-11230-00030-0357-01.jpg,02-11230-00030-0357-02.jpg
11230-00030-0358,벚나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57307816,127.0407867,0.27,0.32,33,,,N,N,,02-11230-00030-0358-01.jpg,02-11230-00030-0358-02.jpg
11230-00030-0359,중국단풍,공원수,교목,1978-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57316589,127.0399933,0.21,0.23,49,,,N,N,,02-11230-00030-0359-01.jpg,02-11230-00030-0359-02.jpg
11230-00030-0360,벚나무,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,11시,37.57363129,127.039093,0.13,0.15,16,,대상형,N,N,전깃줄,02-11230-00030-0360-01.jpg,02-11230-00030-0360-02.jpg
11230-00030-0361,단풍나무,공원수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,11시,37.57361984,127.039093,0.06,0.07,14,,대상형,N,N,,02-11230-00030-0361-01.jpg,02-11230-00030-0361-02.jpg
11230-00030-0362,참나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57316307,127.0403947,0.16,0.22,36,,,N,N,,02-11230-00030-0362-01.jpg,02-11230-00030-0362-02.jpg
11230-00030-0363,단풍나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,11시,37.57361221,127.0391388,0.08,0.12,19,,대상형,N,N,,02-11230-00030-0363-01.jpg,02-11230-00030-0363-02.jpg
11230-00030-0364,소나무,공원수,교목,1972-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57288742,127.0397339,0.29,0.38,55,,,N,N,,02-11230-00030-0364-01.jpg,02-11230-00030-0364-02.jpg
11230-00030-0365,벚나무,공원수,교목,2018-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,11시,37.57362366,127.0391388,0.07,0.09,9,,대상형,N,N,,02-11230-00030-0365-01.jpg,02-11230-00030-0365-02.jpg
11230-00030-0366,단풍나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57309341,127.0407715,0.08,0.14,19,,,N,N,,02-11230-00030-0366-01.jpg,02-11230-00030-0366-02.jpg
11230-00030-0367,잣나무,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57289683,127.0400164,0.14,0.16,22,,,N,N,,02-11230-00030-0367-01.jpg,02-11230-00030-0367-02.jpg
11230-00030-0368,소나무,공원수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.5730629,127.0408478,0.2,0.28,38,,,N,N,,02-11230-00030-0368-01.jpg,02-11230-00030-0368-02.jpg
11230-00030-0369,단풍나무,공원수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.5729599,127.0396805,0.15,0.22,35,,,N,N,,02-11230-00030-0369-01.jpg,02-11230-00030-0369-02.jpg
11230-00030-0370,잣나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57288798,127.0400183,0.19,0.21,30,,,N,N,,02-11230-00030-0370-01.jpg,02-11230-00030-0370-02.jpg
11230-00030-0371,벚나무,공원수,교목,2016-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,11시,37.57360077,127.0391922,0.09,0.11,11,,대상형,N,N,,02-11230-00030-0371-01.jpg,02-11230-00030-0371-02.jpg
11230-00030-0372,단풍나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,11시,37.57358551,127.0391922,0.1,0.11,24,,대상형,N,N,,02-11230-00030-0372-01.jpg,02-11230-00030-0372-02.jpg
11230-00030-0373,향나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.5729398,127.0399767,0.18,0.19,36,,,N,N,,02-11230-00030-0373-01.jpg,02-11230-00030-0373-02.jpg
11230-00030-0374,단풍나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57294846,127.0396729,0.18,0.22,42,,,N,N,,02-11230-00030-0374-01.jpg,02-11230-00030-0374-02.jpg
11230-00030-0375,향나무,공원수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57292614,127.0399686,0.17,0.19,34,,,N,N,,02-11230-00030-0375-01.jpg,02-11230-00030-0375-02.jpg
11230-00030-0376,모과나무,공원수,교목,2019-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57315445,127.0400238,0.04,0.06,8,,,N,N,,02-11230-00030-0376-01.jpg,02-11230-00030-0376-02.jpg
11230-00030-0377,느티나무,공원수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57304764,127.0384521,0.28,0.3,35,,대상형,N,N,,02-11230-00030-0377-01.jpg,02-11230-00030-0377-02.jpg
11230-00030-0378,느티나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57299805,127.0383911,0.27,0.29,33,,대상형,N,N,,02-11230-00030-0378-01.jpg,02-11230-00030-0378-02.jpg
11230-00030-0379,단풍나무,공원수,교목,2015-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57292614,127.0399686,0.05,0.07,12,,,N,N,,02-11230-00030-0379-01.jpg,02-11230-00030-0379-02.jpg
11230-00030-0380,소나무,공원수,교목,1981-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57292175,127.0396652,0.24,0.34,46,,,N,N,,02-11230-00030-0380-01.jpg,02-11230-00030-0380-02.jpg
11230-00030-0381,소나무,공원수,교목,1981-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57295609,127.0383835,0.24,0.26,46,,대상형,N,N,,02-11230-00030-0381-01.jpg,02-11230-00030-0381-02.jpg
11230-00030-0382,소나무,공원수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,7시,37.57288742,127.0384064,0.2,0.22,38,,대상형,N,N,,02-11230-00030-0382-01.jpg,02-11230-00030-0382-02.jpg
11230-00030-0383,소나무,공원수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,7시,37.57291794,127.0383759,0.21,0.22,40,,대상형,N,N,,02-11230-00030-0383-01.jpg,02-11230-00030-0383-02.jpg
11230-00030-0384,소나무,공원수,교목,1966-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57291031,127.0396576,0.32,0.42,61,,,N,N,,02-11230-00030-0384-01.jpg,02-11230-00030-0384-02.jpg
11230-00030-0385,잣나무,공원수,교목,1980-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57321167,127.0400085,0.3,0.31,47,,,N,N,,02-11230-00030-0385-01.jpg,02-11230-00030-0385-02.jpg
11230-00030-0386,잣나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57320786,127.0400391,0.21,0.22,33,,,N,N,,02-11230-00030-0386-01.jpg,02-11230-00030-0386-02.jpg
11230-00030-0387,모과나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57318115,127.0400696,0.09,0.11,17,,,N,N,,02-11230-00030-0387-01.jpg,02-11230-00030-0387-02.jpg
11230-00030-0388,잣나무,공원수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57318115,127.0400925,0.28,0.31,44,,,N,N,,02-11230-00030-0388-01.jpg,02-11230-00030-0388-02.jpg
11230-00030-0389,단풍나무,공원수,교목,1978-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57316208,127.0400696,0.21,0.23,49,,,N,N,,02-11230-00030-0389-01.jpg,02-11230-00030-0389-02.jpg
11230-00030-0390,잣나무,공원수,교목,1982-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57318115,127.0400467,0.29,0.3,45,,,N,N,,02-11230-00030-0390-01.jpg,02-11230-00030-0390-02.jpg
11230-00030-0391,단풍나무,공원수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57294603,127.0399481,0.17,0.2,40,,,N,N,,02-11230-00030-0391-01.jpg,02-11230-00030-0391-02.jpg
11230-00030-0392,모과나무,공원수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57315063,127.0400467,0.07,0.08,14,,,N,N,,02-11230-00030-0392-01.jpg,02-11230-00030-0392-02.jpg
11230-00030-0393,단풍나무,공원수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57314682,127.0400696,0.17,0.25,40,,,N,N,,02-11230-00030-0393-01.jpg,02-11230-00030-0393-02.jpg
11230-00030-0394,벚나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.5731873,127.0403931,0.14,0.21,17,,,N,N,,02-11230-00030-0394-01.jpg,02-11230-00030-0394-02.jpg
11230-00030-0395,단풍나무,공원수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57296095,127.0399282,0.09,0.11,21,,,N,N,,02-11230-00030-0395-01.jpg,02-11230-00030-0395-02.jpg
11230-00030-0396,이팝나무,공원수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,6시,37.57289886,127.03965,0.11,0.14,23,,,N,N,,02-11230-00030-0396-01.jpg,02-11230-00030-0396-02.jpg
11230-00030-0397,단풍나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57293981,127.0399178,0.14,0.17,33,,,N,N,,02-11230-00030-0397-01.jpg,02-11230-00030-0397-02.jpg
11230-00030-0398,이팝나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,6시,37.57288742,127.03965,0.08,0.1,17,,,N,N,,02-11230-00030-0398-01.jpg,02-11230-00030-0398-02.jpg
11230-00030-0399,벚나무,공원수,교목,2007-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57317415,127.0404133,0.16,0.22,20,,,N,N,,02-11230-00030-0399-01.jpg,02-11230-00030-0399-02.jpg
11230-00030-0400,잣나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57321548,127.0400238,0.03,0.04,5,,,N,N,,02-11230-00030-0400-01.jpg,02-11230-00030-0400-02.jpg
11230-00030-0401,느티나무,공원수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,6시,37.57287216,127.0396423,0.25,0.32,31,,,N,N,,02-11230-00030-0401-01.jpg,02-11230-00030-0401-02.jpg
11230-00030-0402,참나무,공원수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57293181,127.0399362,0.13,0.15,29,,,N,N,,02-11230-00030-0402-01.jpg,02-11230-00030-0402-02.jpg
11230-00030-0403,벚나무,공원수,교목,2007-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57317976,127.0404761,0.16,0.22,20,,,N,N,,02-11230-00030-0403-01.jpg,02-11230-00030-0403-02.jpg
11230-00030-0404,이팝나무,공원수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57287979,127.0396729,0.1,0.13,21,,,N,N,,02-11230-00030-0404-01.jpg,02-11230-00030-0404-02.jpg
11230-00030-0405,향나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57290578,127.0399584,0.15,0.17,30,,,N,N,,02-11230-00030-0405-01.jpg,02-11230-00030-0405-02.jpg
11230-00030-0406,단풍나무,공원수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57301331,127.0384674,0.13,0.16,31,,대상형,N,N,,02-11230-00030-0406-01.jpg,02-11230-00030-0406-02.jpg
11230-00030-0407,단풍나무,공원수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57298279,127.0384369,0.13,0.15,31,,대상형,N,N,,02-11230-00030-0407-01.jpg,02-11230-00030-0407-02.jpg
11230-00030-0408,단풍나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57295227,127.038414,0.12,0.16,28,,대상형,N,N,,02-11230-00030-0408-01.jpg,02-11230-00030-0408-02.jpg
11230-00030-0409,벚나무,공원수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57315497,127.0405048,0.19,0.25,23,,,N,N,,02-11230-00030-0409-01.jpg,02-11230-00030-0409-02.jpg
11230-00030-0410,소나무,공원수,교목,1964-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57292175,127.0384369,0.33,0.4,63,,대상형,N,N,,02-11230-00030-0410-01.jpg,02-11230-00030-0410-02.jpg
11230-00030-0411,때죽나무,공원수,교목,2012-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57287979,127.0384293,0.07,0.08,15,,대상형,N,N,,02-11230-00030-0411-01.jpg,02-11230-00030-0411-02.jpg
11230-00030-0412,소나무,공원수,교목,1977-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57286453,127.0384674,0.26,0.28,50,,대상형,N,N,,02-11230-00030-0412-01.jpg,02-11230-00030-0412-02.jpg
11230-00030-0413,소나무,공원수,교목,1979-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.5728569,127.0385056,0.25,0.28,48,,대상형,N,N,,02-11230-00030-0413-01.jpg,02-11230-00030-0413-02.jpg
11230-00030-0414,이팝나무,공원수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57289124,127.0396805,0.12,0.15,25,,,N,N,,02-11230-00030-0414-01.jpg,02-11230-00030-0414-02.jpg
11230-00030-0415,단풍나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57308015,127.0399128,0.12,0.18,28,,,N,N,,02-11230-00030-0415-01.jpg,02-11230-00030-0415-02.jpg
11230-00030-0416,참나무,공원수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,1시,37.57313029,127.0402378,0.13,0.19,29,,,N,N,,02-11230-00030-0416-01.jpg,02-11230-00030-0416-02.jpg
11230-00030-0417,단풍나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.5729866,127.0385208,0.18,0.21,42,,대상형,N,N,,02-11230-00030-0417-01.jpg,02-11230-00030-0417-02.jpg
11230-00030-0418,소나무,공원수,교목,1962-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.5729332,127.0385132,0.34,0.37,65,,대상형,N,N,,02-11230-00030-0418-01.jpg,02-11230-00030-0418-02.jpg
11230-00030-0419,이팝나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57287979,127.0396881,0.13,0.16,28,,,N,N,,02-11230-00030-0419-01.jpg,02-11230-00030-0419-02.jpg
11230-00030-0420,참나무,공원수,교목,2018-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.57325363,127.0399933,0.04,0.06,9,,,N,N,가로등,02-11230-00030-0420-01.jpg,02-11230-00030-0420-02.jpg
11230-00030-0421,소나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,8시,37.57287979,127.0385284,0.22,0.26,42,,대상형,N,N,,02-11230-00030-0421-01.jpg,02-11230-00030-0421-02.jpg
11230-00030-0422,참나무,공원수,교목,1982-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.57328033,127.0400162,0.2,0.21,45,,,N,N,,02-11230-00030-0422-01.jpg,02-11230-00030-0422-02.jpg
11230-00030-0423,참나무,공원수,교목,1975-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.57326508,127.0400314,0.23,0.24,52,,,N,N,,02-11230-00030-0423-01.jpg,02-11230-00030-0423-02.jpg
11230-00030-0424,참나무,공원수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.57326126,127.0400696,0.18,0.2,40,,,N,N,,02-11230-00030-0424-01.jpg,02-11230-00030-0424-02.jpg
11230-00030-0425,살구나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,4시,37.57307101,127.0399043,0.12,0.16,24,,,N,N,,02-11230-00030-0425-01.jpg,02-11230-00030-0425-02.jpg
11230-00030-0426,밤나무,공원수,교목,2020-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.573246,127.0400925,0.03,0.04,7,,,N,N,,02-11230-00030-0426-01.jpg,02-11230-00030-0426-02.jpg
11230-00030-0427,산딸나무,공원수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.57322311,127.0401306,0.08,0.1,14,,,N,N,,02-11230-00030-0427-01.jpg,02-11230-00030-0427-02.jpg
11230-00030-0428,산딸나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.57325745,127.0401154,0.11,0.12,19,,,N,N,,02-11230-00030-0428-01.jpg,02-11230-00030-0428-02.jpg
11230-00030-0429,참나무,공원수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.57326889,127.0400848,0.18,0.21,40,,,N,N,,02-11230-00030-0429-01.jpg,02-11230-00030-0429-02.jpg
11230-00030-0430,참나무,공원수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,2시,37.57328796,127.0400543,0.1,0.11,23,,,N,N,,02-11230-00030-0430-01.jpg,02-11230-00030-0430-02.jpg
11230-00030-0431,벚나무,공원수,교목,2009-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,4시,37.5730204,127.0400229,0.15,0.19,18,,,N,N,,02-11230-00030-0431-01.jpg,02-11230-00030-0431-02.jpg
11230-00030-0432,느티나무,공원수,교목,1990-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57286072,127.0396957,0.3,0.42,37,,,N,N,,02-11230-00030-0432-01.jpg,02-11230-00030-0432-02.jpg
11230-00030-0433,참나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57314151,127.0403445,0.16,0.27,36,,,N,N,,02-11230-00030-0433-01.jpg,02-11230-00030-0433-02.jpg
11230-00030-0434,벚나무,공원수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,4시,37.57300914,127.0400921,0.19,0.23,23,,,N,N,,02-11230-00030-0434-01.jpg,02-11230-00030-0434-02.jpg
11230-00030-0435,단풍나무,공원수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57292938,127.0396881,0.09,0.14,21,,,N,N,,02-11230-00030-0435-01.jpg,02-11230-00030-0435-02.jpg
11230-00030-0436,참나무,공원수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57313654,127.0403806,0.11,0.18,25,,,N,N,,02-11230-00030-0436-01.jpg,02-11230-00030-0436-02.jpg
11230-00030-0437,단풍나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57292557,127.0396881,0.1,0.14,24,,,N,N,,02-11230-00030-0437-01.jpg,02-11230-00030-0437-02.jpg
11230-00030-0438,소나무,공원수,교목,1959-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57289886,127.0397186,0.36,0.46,68,,,N,N,,02-11230-00030-0438-01.jpg,02-11230-00030-0438-02.jpg
11230-00030-0439,벚나무,공원수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57316124,127.0405815,0.29,0.38,35,,,N,N,,02-11230-00030-0439-01.jpg,02-11230-00030-0439-02.jpg
11230-00030-0440,뽕나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,5시,37.57291794,127.039711,0.03,0.05,5,,,N,N,,02-11230-00030-0440-01.jpg,02-11230-00030-0440-02.jpg
11230-00030-0441,버드나무,공원수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,용두공원,11230-00030,,서울특별시 동대문구 용두동 34-1,3시,37.57307053,127.040863,0.21,0.48,25,,,N,N,,02-11230-00030-0441-01.jpg,02-11230-00030-0441-02.jpg
